objectid,title,narrator,interviewer,date,year,location,time-period-covered,length-of-interview,subject,subject-1,subject-2,subject-3,type,format,format-free,transcript-available,biography-available,release-form-available,catalog-number-if-applicable,institution,address,phone,email,website,notes
wyomingoralhistory061,Larry K. Johnson; Alberta Johnson and Edna Wall Oral History Interview (2007),Larry K. Johnson; Alberta Johnson and Edna Wall,Barbara Bogart,2007,2007,"Bridger Valley, WY",,,Ranching;;,Ranching,,,audio-cassette,audio,Audio-cassette,,,,2007.023.001,Uinta County Museum,"1020 Front St., Evanston, WY 82930",(307) 789-8248,museum@nglconnection.net,http://www.uintacounty.com/28/Uinta-County-Museum,"""Uinta County Ranching Project"""
wyomingoralhistory062,Russ Myers and Charles Maggard Oral History Interview (2007),Russ Myers and Charles Maggard,Barbara Bogart,2007,2007,"Myers Ranch, Uinta County, WY",,,Ranching;;,Ranching,,,audio-cassette,audio,Audio-cassette,,,,2007.024.001,Uinta County Museum,"1020 Front St., Evanston, WY 82930",(307) 789-8248,museum@nglconnection.net,http://www.uintacounty.com/28/Uinta-County-Museum,"""Uinta County Ranching Project"""
wyomingoralhistory063,Claudia and Don Proffit Oral History Interview (2007),Claudia and Don Proffit,Barbara Bogart,2007,2007,"Proffit Ranch, Uinta County, WY",,,Ranching;;,Ranching,,,audio-cassette,audio,Audio-cassette,,,,2007.041.001,Uinta County Museum,"1020 Front St., Evanston, WY 82930",(307) 789-8248,museum@nglconnection.net,http://www.uintacounty.com/28/Uinta-County-Museum,"""Uinta County Ranching Project"""
wyomingoralhistory064,Earl; Jodi and Kelly Guild Oral History Interview (2007),Earl; Jodi and Kelly Guild,Barbara Bogart,2007,2007,"Guild Ranch, Uinta County, WY",,,Ranching;;,Ranching,,,audio-cassette,audio,Audio-cassette,,,,2007.042.001,Uinta County Museum,"1020 Front St., Evanston, WY 82930",(307) 789-8248,museum@nglconnection.net,http://www.uintacounty.com/28/Uinta-County-Museum,"""Uinta County Ranching Project"""
wyomingoralhistory065,Barker Family Oral History Interview (2007),Barker Family,Barbara Bogart,2007,2007,"Barker Ranch, Hilliard, WY",,,Ranching;;,Ranching,,,audio-cassette,audio,Audio-cassette,,,,2007.055.001,Uinta County Museum,"1020 Front St., Evanston, WY 82930",(307) 789-8248,museum@nglconnection.net,http://www.uintacounty.com/28/Uinta-County-Museum,"""Uinta County Ranching Project"""
wyomingoralhistory066,Lynn Hutchinson; Flora Wagstaff; Sterlin Hutchinson; Jeanette Wagstaff Oral History Interview (2007),Lynn Hutchinson; Flora Wagstaff; Sterlin Hutchinson; Jeanette Wagstaff,Barbara Bogart,2007,2007,"Hutchinson Family Ranch, Uinta County, WY",,,Ranching;;,Ranching,,,audio-cassette,audio,Audio-cassette,,,,2007.057.001,Uinta County Museum,"1020 Front St., Evanston, WY 82930",(307) 789-8248,museum@nglconnection.net,http://www.uintacounty.com/28/Uinta-County-Museum,"""Uinta County Ranching Project"""
wyomingoralhistory067,John (Jack ) Faddis Oral History Interview (2007),John (Jack ) Faddis,Barbara Bogart,2007,2007,"Faddis Ranch, Uinta County, WY",,,Ranching;;,Ranching,,,audio-cassette,audio,Audio-cassette,,,,2007.060.001,Uinta County Museum,"1020 Front St., Evanston, WY 82930",(307) 789-8248,museum@nglconnection.net,http://www.uintacounty.com/28/Uinta-County-Museum,"""Uinta County Ranching Project"""
wyomingoralhistory068,Gilda Sims Oral History Interview (2007),Gilda Sims,Barbara Bogart,2007,2007,"Sims Ranch, Uinta County, WY",,,Ranching;;,Ranching,,,audio-cassette,audio,Audio-cassette,,,,2007.070.001,Uinta County Museum,"1020 Front St., Evanston, WY 82930",(307) 789-8248,museum@nglconnection.net,http://www.uintacounty.com/28/Uinta-County-Museum,"""Uinta County Ranching Project"""
wyomingoralhistory069,Betty Fraughton Oral History Interview (2007),Betty Fraughton,Barbara Bogart,2007,2007,"Fraughton Ranch, Uinta County, WY",,,Ranching;;,Ranching,,,audio-cassette,audio,Audio-cassette,,,,2007.071.001,Uinta County Museum,"1020 Front St., Evanston, WY 82930",(307) 789-8248,museum@nglconnection.net,http://www.uintacounty.com/28/Uinta-County-Museum,"""Uinta County Ranching Project"""
wyomingoralhistory070,A. J. Barker Oral History Interview (2007),A. J. Barker,Barbara Bogart,2007,2007,"Barker Ranch, Uinta County, WY",,,Ranching;;,Ranching,,,audio-cassette,audio,Audio-cassette,,,,2007.073.001,Uinta County Museum,"1020 Front St., Evanston, WY 82930",(307) 789-8248,museum@nglconnection.net,http://www.uintacounty.com/28/Uinta-County-Museum,"""Uinta County Ranching Project"""
wyomingoralhistory071,Charles Maggard Oral History Interview (2007),Charles Maggard,Barbara Bogart,2007,2007,"Uinta County, WY",,,Ranching;;,Ranching,,,audio-cassette,audio,Audio-cassette,,,,2007.074.001,Uinta County Museum,"1020 Front St., Evanston, WY 82930",(307) 789-8248,museum@nglconnection.net,http://www.uintacounty.com/28/Uinta-County-Museum,"""Uinta County Ranching Project"""
wyomingoralhistory072,Charles Maggard Oral History Interview (2007),Charles Maggard,Barbara Bogart,2007,2007,"Uinta County, WY",,,Ranching;;,Ranching,,,audio-cassette,audio,Audio-cassette,,,,2007.077.001,Uinta County Museum,"1020 Front St., Evanston, WY 82930",(307) 789-8248,museum@nglconnection.net,http://www.uintacounty.com/28/Uinta-County-Museum,"""Uinta County Ranching Project"""
wyomingoralhistory073,Fred & Florence Aimone Oral History Interview (2007),Fred & Florence Aimone,Barbara Bogart,2007,2007,"Aimone Ranch, Uinta County, WY",,,Ranching;;,Ranching,,,audio-cassette,audio,Audio-cassette,,,,2007.086.001,Uinta County Museum,"1020 Front St., Evanston, WY 82930",(307) 789-8248,museum@nglconnection.net,http://www.uintacounty.com/28/Uinta-County-Museum,"""Uinta County Ranching Project"""
wyomingoralhistory074,Paul Skyles Oral History Interview (2008),Paul Skyles,Barbara Bogart,2008,2008,"Evanston, WY",,,Railroads;Union Pacific Railroad;,Railroads,Union Pacific Railroad,,audio-cassette,audio,Audio-cassette,,,,2008.013.001,Uinta County Museum,"1020 Front St., Evanston, WY 82930",(307) 789-8248,museum@nglconnection.net,http://www.uintacounty.com/28/Uinta-County-Museum,"""Working on the 'Road"" Project"
wyomingoralhistory075,Danny Salas Oral History Interview (2008),Danny Salas,Barbara Bogart,2008,2008,"Evanston, WY",,,Railroads;Union Pacific Railroad;,Railroads,Union Pacific Railroad,,audio-cassette,audio,Audio-cassette,,,,2008.013.002,Uinta County Museum,"1020 Front St., Evanston, WY 82930",(307) 789-8248,museum@nglconnection.net,http://www.uintacounty.com/28/Uinta-County-Museum,"""Working on the 'Road"" Project"
wyomingoralhistory076,Blll Staley Oral History Interview (2008),Blll Staley,Barbara Bogart,2008,2008,"Evanston, WY",,,Railroads;Union Pacific Railroad;,Railroads,Union Pacific Railroad,,audio-cassette,audio,Audio-cassette,,,,2008.013.003,Uinta County Museum,"1020 Front St., Evanston, WY 82930",(307) 789-8248,museum@nglconnection.net,http://www.uintacounty.com/28/Uinta-County-Museum,"""Working on the 'Road"" Project"
wyomingoralhistory077,Dwayne Shupe Oral History Interview (2008),Dwayne Shupe,Barbara Bogart,2008,2008,"Evanston, WY",,,Railroads;Union Pacific Railroad;,Railroads,Union Pacific Railroad,,audio-cassette,audio,Audio-cassette,,,,2008.013.004,Uinta County Museum,"1020 Front St., Evanston, WY 82930",(307) 789-8248,museum@nglconnection.net,http://www.uintacounty.com/28/Uinta-County-Museum,"""Working on the 'Road"" Project"
wyomingoralhistory078,Lamont Staley Oral History Interview (2008),Lamont Staley,Barbara Bogart,2008,2008,"Evanston, WY",,,Railroads;Union Pacific Railroad;,Railroads,Union Pacific Railroad,,audio-cassette,audio,Audio-cassette,,,,2008.013.005,Uinta County Museum,"1020 Front St., Evanston, WY 82930",(307) 789-8248,museum@nglconnection.net,http://www.uintacounty.com/28/Uinta-County-Museum,"""Working on the 'Road"" Project"
wyomingoralhistory079,Ted Keyes Oral History Interview (2008),Ted Keyes,Barbara Bogart,2008,2008,"Evanston, WY",,,Railroads;Union Pacific Railroad;,Railroads,Union Pacific Railroad,,audio-cassette,audio,Audio-cassette,,,,2008.013.006,Uinta County Museum,"1020 Front St., Evanston, WY 82930",(307) 789-8248,museum@nglconnection.net,http://www.uintacounty.com/28/Uinta-County-Museum,"""Working on the 'Road"" Project"
wyomingoralhistory080,Charles Maggard Oral History Interview (2008),Charles Maggard,Barbara Bogart,2008,2008,"Evanston, WY",,,Railroads;Union Pacific Railroad;,Railroads,Union Pacific Railroad,,audio-cassette,audio,Audio-cassette,,,,2008.013.007,Uinta County Museum,"1020 Front St., Evanston, WY 82930",(307) 789-8248,museum@nglconnection.net,http://www.uintacounty.com/28/Uinta-County-Museum,"""Working on the 'Road"" Project"
wyomingoralhistory081,Gordon (Curly) Gerrard Oral History Interview (2008),Gordon (Curly) Gerrard,Barbara Bogart,2008,2008,"Evanston, WY",,,Railroads;Union Pacific Railroad;,Railroads,Union Pacific Railroad,,audio-cassette,audio,Audio-cassette,,,,2008.013.008,Uinta County Museum,"1020 Front St., Evanston, WY 82930",(307) 789-8248,museum@nglconnection.net,http://www.uintacounty.com/28/Uinta-County-Museum,"""Working on the 'Road"" Project"
wyomingoralhistory082,James Rasmussen Oral History Interview (2008),James Rasmussen,Barbara Bogart,2008,2008,"Evanston, WY",,,Railroads;Union Pacific Railroad;,Railroads,Union Pacific Railroad,,audio-cassette,audio,Audio-cassette,,,,2008.013.009,Uinta County Museum,"1020 Front St., Evanston, WY 82930",(307) 789-8248,museum@nglconnection.net,http://www.uintacounty.com/28/Uinta-County-Museum,"""Working on the 'Road"" Project"
wyomingoralhistory083,Modula family Oral History Interview (2008),Modula family,Barbara Bogart,2008,2008,,,,;;,,,,audio-cassette,audio,Audio-cassette,,,,2008.020.001,Uinta County Museum,"1020 Front St., Evanston, WY 82930",(307) 789-8248,museum@nglconnection.net,http://www.uintacounty.com/28/Uinta-County-Museum,
wyomingoralhistory084,Rans Baker Oral History Interview (2012),Rans Baker,Elizabeth McCutcheon,6/2/2012,2012,"Rawlins, WY",,6 hours and 51 minutes,"Rawlins, WY;History;Rans Baker","Rawlins, WY",History,Rans Baker,audio,audio,CD,Yes,No,No,,Carbon County Museum,"904 West Walnut Street, Rawlins, WY 82301",(307) 328-2740,info@carboncountymuseum.org,http://www.carboncountymuseum.org/,Multi-day interview. Agreement is with the interviewer.
wyomingoralhistory085,Leonard Corbin Oral History Interview (1987),Leonard Corbin,,3/17/1987,1987,"Rawlins, WY",,1 hour and 28 minutes,Logging;Leonard Corbin;,Logging,Leonard Corbin,,audio,audio,CD,Yes,No,No,2005.217.11.0001,Carbon County Museum,"904 West Walnut Street, Rawlins, WY 82301",(307) 328-2740,info@carboncountymuseum.org,http://www.carboncountymuseum.org/,
wyomingoralhistory086,Marvin Cronberg Oral History Interview (2010),Marvin Cronberg,Heidi Boyd,9/20/2010,2010,"Medicine Bow, WY",,,"Medicine Bow, WY;Cronberg family;","Medicine Bow, WY",Cronberg family,,record only,record,,Yes,Yes,Yes,,Carbon County Museum,"904 West Walnut Street, Rawlins, WY 82301",(307) 328-2740,info@carboncountymuseum.org,http://www.carboncountymuseum.org/,
wyomingoralhistory087,Elmer Kinnaman Oral History Interview (1905),Elmer Kinnaman,Dan Kinnaman,5/29/1905,1905,"Rawlins, WY",,58 minutes,"Rawlins, WY;History;Kinnaman famiy","Rawlins, WY",History,Kinnaman famiy,audio,audio,CD,Yes,No,No,,Carbon County Museum,"904 West Walnut Street, Rawlins, WY 82301",(307) 328-2740,info@carboncountymuseum.org,http://www.carboncountymuseum.org/,
wyomingoralhistory088,Buddy Matson Oral History Interview (2010),Buddy Matson,Heidi Boyd,3/9/2010,2010,"Rawlins, WY",,,"Hanna, WY;Mining;Buddy Matson","Hanna, WY",Mining,Buddy Matson,audio,audio,CD,Yes,No,Yes,,Carbon County Museum,"904 West Walnut Street, Rawlins, WY 82301",(307) 328-2740,info@carboncountymuseum.org,http://www.carboncountymuseum.org/,Also contains a question list
wyomingoralhistory089,Pamela Eva (Tate) Penman Oral History Interview (),Pamela Eva (Tate) Penman,,,,,,24 minutes,"Hanna, WY;Mining;Pamela Penman","Hanna, WY",Mining,Pamela Penman,audio,audio,CD,Yes,No,No,2012.217.1.3,Carbon County Museum,"904 West Walnut Street, Rawlins, WY 82301",(307) 328-2740,info@carboncountymuseum.org,http://www.carboncountymuseum.org/,
wyomingoralhistory090,Ralph F. Penman Oral History Interview (2010),Ralph F. Penman,Heidi Boyd,10/15/2010,2010,,,2 hours and 12 minutes,"Hanna, WY;Mining;","Hanna, WY",Mining,,audio,audio,CD,Yes,Yes,Yes,2012.217.1.2,Carbon County Museum,"904 West Walnut Street, Rawlins, WY 82301",(307) 328-2740,info@carboncountymuseum.org,http://www.carboncountymuseum.org/,
wyomingoralhistory091,Al Rosenleib Oral History Interview (2009),Al Rosenleib,Heidi Boyd,5/21/2009,2009,"Arlington, WY",,,Historic schoolhouses;Schools;Rockdale Schoolhouse,Historic schoolhouses,Schools,Rockdale Schoolhouse,record only,record,,Yes,Yes,Yes,,Carbon County Museum,"904 West Walnut Street, Rawlins, WY 82301",(307) 328-2740,info@carboncountymuseum.org,http://www.carboncountymuseum.org/,
wyomingoralhistory092,John Terrill Oral History Interview (),John Terrill,Lillian Rendle,,,,,47 minutes,Life in early Wyoming;Terrill family;,Life in early Wyoming,Terrill family,,audio-cassette,audio,Audio-cassette,Yes,No,No,,Carbon County Museum,"904 West Walnut Street, Rawlins, WY 82301",(307) 328-2740,info@carboncountymuseum.org,http://www.carboncountymuseum.org/,
wyomingoralhistory093,George Weller Oral History Interview (),George Weller,,,,"Rawlins, WY",,46 minutes,Ranching;Daley Ranch;George Weller,Ranching,Daley Ranch,George Weller,audio,audio,CD,Yes,No,No,2005.217.11.0001,Carbon County Museum,"904 West Walnut Street, Rawlins, WY 82301",(307) 328-2740,info@carboncountymuseum.org,http://www.carboncountymuseum.org/,
wyomingoralhistory094,Tosh Suyematsu Oral History Interview (1986),Tosh Suyematsu,Suzie True,2/26/1986,1986,"Cheyenne, WY",,,Mining;Energy industry;Wyoming economy,Mining,Energy industry,Wyoming economy,text,application/pdf,Typed transcript,Yes,,,1983.009.0027.1,Fort Caspar Museum,"4001 Fort Caspar Road, Casper, WY 82604",(307) 235-8462,,http://fortcasparwyoming.com/,
wyomingoralhistory095,Mildred Barber Oral History Interview (1905),Mildred Barber,,6/6/1905,1905,"Glenrock, WY",,,Mining;Energy industry;Wyoming economy,Mining,Energy industry,Wyoming economy,text,application/pdf,Typed transcript,Yes,,,1984.085.0001,Fort Caspar Museum,"4001 Fort Caspar Road, Casper, WY 82604",(307) 235-8462,,http://fortcasparwyoming.com/,
wyomingoralhistory096,Andy Allen Oral History Interview (1905),Andy Allen,,6/6/1905,1905,"Salt Creek Field, WY",,,Mining;Energy industry;Wyoming economy,Mining,Energy industry,Wyoming economy,text,application/pdf,Typed transcript,Yes,,,1984.085.0001,Fort Caspar Museum,"4001 Fort Caspar Road, Casper, WY 82604",(307) 235-8462,,http://fortcasparwyoming.com/,
wyomingoralhistory097,Arthur Mashek Oral History Interview (1984),Arthur Mashek,,4/8/1984,1984,"Casper, WY",,,Mining;Energy industry;Wyoming economy,Mining,Energy industry,Wyoming economy,text,application/pdf,Typed transcript,Yes,,,1984.085.0001,Fort Caspar Museum,"4001 Fort Caspar Road, Casper, WY 82604",(307) 235-8462,,http://fortcasparwyoming.com/,
wyomingoralhistory098,Daniel Masterson Oral History Interview (1983),Daniel Masterson,,12/16/1983,1983,"Green River, WY",,,Mining;Energy industry;Wyoming economy,Mining,Energy industry,Wyoming economy,text,application/pdf,Typed transcript,Yes,,,1984.085.0001,Fort Caspar Museum,"4001 Fort Caspar Road, Casper, WY 82604",(307) 235-8462,,http://fortcasparwyoming.com/,
wyomingoralhistory099,Earl Scott Oral History Interview (1984),Earl Scott,,3/4/1984,1984,"Douglas, WY",,,Mining;Energy industry;Wyoming economy,Mining,Energy industry,Wyoming economy,text,application/pdf,Typed transcript,Yes,,,1984.085.0001,Fort Caspar Museum,"4001 Fort Caspar Road, Casper, WY 82604",(307) 235-8462,,http://fortcasparwyoming.com/,
wyomingoralhistory100,Tour guide at Amex Coal Company Oral History Interview (1984),Tour guide at Amex Coal Company,,7/16/1984,1984,"Gillette, WY",,,Mining;Energy industry;Wyoming economy,Mining,Energy industry,Wyoming economy,audio-cassette,audio,Audio-cassette,Yes,,,1984.085.0001,Fort Caspar Museum,"4001 Fort Caspar Road, Casper, WY 82604",(307) 235-8462,,http://fortcasparwyoming.com/,
wyomingoralhistory101,Andy Allen Oral History Interview (1984),Andy Allen,,2/6/1984,1984,"Wright, WY",,,Mining;Energy industry;Wyoming economy,Mining,Energy industry,Wyoming economy,audio-cassette,audio,Audio-cassette,Yes,,,1984.085.0001,Fort Caspar Museum,"4001 Fort Caspar Road, Casper, WY 82604",(307) 235-8462,,http://fortcasparwyoming.com/,
wyomingoralhistory102,Mildred Barber Oral History Interview (1984),Mildred Barber,,2/6/1984,1984,"Wright, WY",,,Mining;Energy industry;Wyoming economy,Mining,Energy industry,Wyoming economy,audio-cassette,audio,Audio-cassette,Yes,,,1984.085.0001,Fort Caspar Museum,"4001 Fort Caspar Road, Casper, WY 82604",(307) 235-8462,,http://fortcasparwyoming.com/,
wyomingoralhistory103,Dave Bennett Oral History Interview (1984),Dave Bennett,,2/6/1984,1984,"Wright, WY",,,Mining;Energy industry;Wyoming economy,Mining,Energy industry,Wyoming economy,audio-cassette,audio,Audio-cassette,Yes,,,1984.085.0001,Fort Caspar Museum,"4001 Fort Caspar Road, Casper, WY 82604",(307) 235-8462,,http://fortcasparwyoming.com/,
wyomingoralhistory104,S.K. Briggs Oral History Interview (1984),S.K. Briggs,,5/2/1984,1984,"Rawlins, WY",,,Mining;Energy industry;Wyoming economy,Mining,Energy industry,Wyoming economy,audio-cassette,audio,Audio-cassette,Yes,,,1984.085.0001,Fort Caspar Museum,"4001 Fort Caspar Road, Casper, WY 82604",(307) 235-8462,,http://fortcasparwyoming.com/,
